timestamp,src_ip_private,src_ip_public,src_ip_default,dst_ip_private,dst_ip_public,dst_ip_default,sport_zero,sport_multiplex,sport_echo,sport_discard,sport_daytime,sport_quote,sport_chwhereen,sport_ftp_data,sport_ftp_control,sport_ssh,sport_telnet,sport_smtp,sport_dns,sport_bootp,sport_gopher,sport_finger,sport_http,sport_kerberos,sport_pop3,sport_nntp,sport_ntp,sport_netbios,sport_imap4,sport_snmp,sport_ldap,sport_https,sport_mds,sport_kpasswd,sport_smtp_ssl,sport_syslog,sport_smtp,sport_ldaps,sport_cups,sport_imap4,sport_socks,sport_openvpn,sport_mssql,sport_citrix,sport_oracle,sport_rapservice,sport_msnmessenger,sport_mgc,sport_mysql,sport_metasploit,sport_emule,sport_xmpp,sport_bittorrent,sport_http2,sport_reserved,sport_register,sport_private,dport_zero,dport_multiplex,dport_echo,dport_discard,dport_daytime,dport_quote,dport_chwhereen,dport_ftp_data,dport_ftp_control,dport_ssh,dport_telnet,dport_smtp,dport_dns,dport_bootp,dport_gopher,dport_finger,dport_http,dport_kerberos,dport_pop3,dport_nntp,dport_ntp,dport_netbios,dport_imap4,dport_snmp,dport_ldap,dport_https,dport_mds,dport_kpasswd,dport_smtp_ssl,dport_syslog,dport_smtp,dport_ldaps,dport_cups,dport_imap4,dport_socks,dport_openvpn,dport_mssql,dport_citrix,dport_oracle,dport_rapservice,dport_msnmessenger,dport_mgc,dport_mysql,dport_metasploit,dport_emule,dport_xmpp,dport_bittorrent,dport_http2,dport_reserved,dport_register,dport_private,protocol_6,protocol_17,protocol_other,npackets_verylow,npackets_low,npackets_medium,npackets_high,npackets_veryhigh,npackets_b_verylow,npackets_b_low,npackets_b_medium,npackets_b_high,npackets_b_veryhigh,nbytes_verylow,nbytes_low,nbytes_medium,nbytes_high,nbytes_veryhigh,nbytes_b_verylow,nbytes_b_low,nbytes_b_medium,nbytes_b_high,nbytes_b_veryhigh,label_background,label_DoS_Hulk,label_DDoS,label_PortScan,label_other
5/7/2017 4:421084000,929,71,0,901,99,0,2,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,13,0,0,0,1,2,0,0,3,58,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,84,511,405,2,0,0,0,0,0,0,0,2,4,0,0,783,0,0,0,22,14,0,0,1,2,0,0,7,77,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,916,23,61,206,792,2,892,81,26,1,0,911,73,15,1,0,896,56,44,4,0,257,688,45,6,4,1000,0,0,0,0
5/7/2017 4:421085000,878,122,0,658,341,1,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,32,0,0,0,2,3,0,0,1,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,302,567,1,0,0,0,0,0,0,0,1,4,0,0,509,0,0,0,85,3,0,0,2,6,0,0,5,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,870,49,81,479,520,1,725,173,92,10,0,765,157,59,19,0,741,137,118,4,0,472,311,140,46,31,1000,0,0,0,0
5/7/2017 4:441086000,785,215,0,661,339,0,2,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,32,0,0,0,2,5,0,0,0,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,226,196,578,2,0,0,0,0,0,0,0,2,8,0,0,407,0,0,0,69,7,0,0,2,5,0,0,6,267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,775,79,146,580,418,2,732,227,36,5,0,804,156,36,4,0,775,172,50,3,0,581,254,121,39,5,1000,0,0,0,0
5/7/2017 4:451087000,811,189,0,634,366,0,1,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,29,0,0,0,10,9,0,0,0,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,218,244,538,1,0,0,0,0,0,0,0,9,4,0,0,389,0,0,0,62,0,0,0,10,10,0,0,2,293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,780,93,127,591,408,1,681,265,49,5,0,790,161,43,6,0,731,187,76,6,0,588,256,118,29,9,1000,0,0,0,0
5/7/2017 4:481088000,932,68,0,393,607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,3,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,326,603,0,0,0,0,0,0,0,0,0,0,0,0,322,0,0,0,184,0,0,0,3,2,0,0,0,421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,932,38,30,675,325,0,456,370,161,13,0,496,366,120,17,1,466,300,221,13,0,306,234,352,88,20,1000,0,0,0,0
5/7/2017 4:481089000,893,107,0,872,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,2,1,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,122,768,0,0,0,0,0,0,0,0,0,0,0,0,761,0,0,0,21,0,0,0,2,1,0,0,1,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,892,40,68,236,764,0,825,158,15,2,0,908,77,11,4,0,860,109,28,3,0,494,436,53,9,8,1000,0,0,0,0
5/7/2017 4:481090000,735,265,0,617,383,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,6,4,0,0,0,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275,93,632,1,0,0,0,0,0,0,0,0,0,0,0,344,0,0,0,138,0,0,0,6,5,0,0,0,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,734,51,215,645,354,1,760,224,12,4,0,803,181,10,6,0,762,186,51,1,0,604,227,149,14,6,1000,0,0,0,0
5/7/2017 4:491091000,849,151,0,557,442,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,34,0,0,0,2,4,0,0,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,368,474,0,0,0,0,0,0,0,0,0,5,0,0,394,0,0,0,71,0,0,0,2,4,0,0,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,846,93,61,599,401,0,669,237,87,7,0,694,241,56,9,0,675,189,129,7,0,476,269,195,47,13,1000,0,0,0,0
5/7/2017 4:501092000,734,266,0,743,256,1,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,45,0,0,0,2,8,0,0,0,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282,223,495,1,0,0,0,0,0,0,0,0,8,0,0,455,0,0,0,52,0,0,0,2,8,0,0,1,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,728,108,164,532,467,1,824,142,25,9,0,877,89,24,10,0,860,107,30,3,0,635,256,73,25,11,1000,0,0,0,0
5/7/2017 4:511093000,768,232,0,640,360,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,41,0,0,0,13,4,0,0,0,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252,257,491,0,0,0,0,0,0,0,0,2,8,0,0,373,0,0,0,88,4,0,0,13,7,0,0,2,261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,758,82,160,608,392,0,697,247,49,6,1,759,187,46,7,1,759,154,85,2,0,557,240,145,47,11,1000,0,0,0,0
5/7/2017 4:541094000,841,159,0,526,473,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,26,0,0,0,10,7,0,0,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,247,575,1,0,0,0,0,0,0,0,5,0,0,0,335,0,0,0,151,0,0,0,10,6,0,0,3,311,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,824,34,142,645,354,1,640,287,72,1,0,697,249,52,2,0,724,128,143,5,0,512,246,181,53,8,1000,0,0,0,0
5/7/2017 4:551095000,795,205,0,626,373,1,1,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,69,2,0,0,6,9,0,0,0,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,356,416,1,0,0,0,0,0,0,0,8,4,0,0,364,0,0,0,178,5,0,0,6,11,0,0,5,189,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,772,98,130,614,385,1,772,149,69,10,0,798,140,48,14,0,775,135,84,6,0,569,274,104,39,14,1000,0,0,0,0
5/7/2017 4:571096000,815,185,0,673,327,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,2,0,0,3,5,0,0,1,137,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,414,388,1,0,0,0,0,0,0,0,1,0,0,0,458,0,0,0,84,7,0,0,3,5,0,0,7,239,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,807,107,86,532,467,1,762,183,52,3,0,765,190,43,2,0,761,169,69,1,0,515,285,156,36,8,1000,0,0,0,0
5/7/2017 4:581097000,803,197,0,683,315,2,2,0,0,0,0,0,0,0,2,7,0,0,1,0,0,0,41,1,0,0,5,3,0,0,0,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218,290,492,2,0,0,0,0,0,0,0,3,17,0,0,400,0,0,0,88,13,0,0,5,6,0,0,13,223,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,773,118,109,577,421,2,747,198,50,5,0,815,139,40,6,0,782,115,93,10,0,611,247,102,30,10,1000,0,0,0,0
5/7/2017 5:001098000,864,136,0,568,428,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,7,0,0,2,14,0,0,0,112,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,373,463,2,0,0,0,0,0,0,0,0,0,0,0,394,0,0,0,74,8,0,0,2,15,0,0,1,352,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,851,43,106,586,412,2,660,265,67,8,0,699,234,57,9,1,685,149,153,13,0,501,244,193,50,12,1000,0,0,0,0
5/7/2017 5:021099000,834,166,0,617,381,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,1,0,0,1,2,0,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,359,470,2,0,0,0,0,0,0,0,0,0,0,0,441,0,0,0,111,2,0,0,1,4,0,0,1,268,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,832,94,74,553,445,2,759,157,82,2,0,766,191,37,6,0,754,139,100,5,2,511,300,157,24,8,1000,0,0,0,0
5/7/2017 5:031100000,768,232,0,648,342,10,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,30,2,0,0,14,9,0,0,5,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,267,428,305,5,0,0,0,0,0,0,0,0,4,0,0,340,0,0,0,40,24,0,0,14,10,0,0,15,287,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,740,149,111,604,391,5,750,198,46,6,0,817,140,32,11,0,781,107,112,0,0,618,247,87,33,15,1000,0,0,0,0
5/7/2017 5:071101000,936,64,0,718,268,14,7,0,0,0,0,0,0,0,3,4,0,0,1,0,0,0,33,2,0,0,140,18,0,0,1,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,261,499,7,0,0,0,0,0,0,0,4,8,0,0,456,0,0,0,50,59,0,0,140,24,0,0,28,89,8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,883,50,67,324,669,7,746,195,42,11,6,779,177,32,6,6,730,147,94,24,5,475,388,108,16,13,1000,0,0,0,0
5/7/2017 8:461102000,923,77,0,766,225,9,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,39,1,0,0,35,11,0,0,1,37,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,180,689,2,0,0,0,0,0,0,0,0,4,0,0,585,0,0,0,96,47,0,0,35,12,0,0,8,97,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,892,61,47,337,661,2,804,153,37,5,1,820,149,25,4,2,786,116,90,6,2,496,347,133,17,7,1000,0,0,0,0
5/7/2017 8:471103000,865,135,0,661,337,2,2,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,57,7,0,0,52,7,0,0,0,77,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,296,496,2,0,0,0,0,0,0,0,3,4,0,0,435,0,0,0,146,18,0,0,52,12,0,0,10,144,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,831,105,64,489,509,2,689,215,84,8,4,722,197,67,10,4,688,174,119,14,5,462,306,159,57,16,1000,0,0,0,0
5/7/2017 8:491104000,796,204,0,611,386,3,1,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,58,0,0,0,32,6,0,0,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247,258,495,1,0,0,0,0,0,0,0,4,8,0,0,358,0,0,0,99,4,0,0,32,6,0,0,1,257,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,773,138,89,597,402,1,686,253,48,6,7,748,203,36,6,7,720,186,80,13,1,512,275,166,33,14,1000,0,0,0,0
5/7/2017 8:501105000,877,123,0,783,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,13,1,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,61,802,0,0,0,0,0,0,0,0,0,0,0,0,654,0,0,0,48,0,0,0,13,1,0,0,0,157,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,876,41,83,332,668,0,829,135,32,1,3,833,134,29,0,4,814,123,55,8,0,449,396,130,20,5,1000,0,0,0,0
5/7/2017 8:511106000,851,149,0,478,520,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,7,0,0,0,0,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,216,628,0,0,0,0,0,0,0,0,0,0,0,0,328,0,0,0,125,0,0,0,7,0,0,0,1,388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,849,59,92,663,337,0,607,295,93,4,1,605,314,73,7,1,592,247,152,8,1,398,252,271,62,17,1000,0,0,0,0
5/7/2017 8:511107000,812,188,0,647,352,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,27,0,0,0,35,12,0,0,1,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,183,577,1,0,0,0,0,0,0,0,0,4,0,0,397,0,0,0,131,13,0,0,35,13,0,0,9,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,797,46,157,547,452,1,742,199,48,5,6,777,174,38,5,6,746,143,99,11,1,517,315,118,37,13,1000,0,0,0,0
5/7/2017 8:521108000,805,195,0,669,330,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,45,0,0,0,28,2,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,52,722,0,0,0,0,0,0,0,0,0,0,0,0,462,0,0,0,80,4,0,0,28,4,0,0,0,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,802,31,167,505,495,0,730,217,36,13,4,776,171,34,15,4,752,138,91,18,1,510,309,137,26,18,1000,0,0,0,0
5/7/2017 8:541109000,814,186,0,660,339,1,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,28,0,0,0,2,1,0,0,0,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,245,562,0,0,0,0,0,0,0,0,2,4,0,0,440,0,0,0,90,13,0,0,2,1,0,0,6,245,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,805,62,133,546,454,0,759,220,19,2,0,781,202,15,2,0,756,171,72,1,0,494,323,164,17,2,1000,0,0,0,0
5/7/2017 8:541110000,892,108,0,684,315,1,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,36,0,0,0,30,1,0,0,1,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,205,652,2,0,0,0,0,0,0,0,1,0,0,0,557,0,0,0,68,4,0,0,30,0,0,0,1,222,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,887,49,64,406,592,2,715,192,88,4,1,734,205,54,6,1,735,104,141,19,1,430,344,180,33,13,1000,0,0,0,0
5/7/2017 8:551111000,804,196,0,592,407,1,0,0,0,0,0,0,0,0,0,2,0,0,9,0,0,0,45,0,0,0,20,9,0,0,0,151,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238,271,491,0,0,0,0,0,0,0,0,0,0,0,0,355,0,0,0,156,8,0,0,20,11,0,0,3,233,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,787,101,112,599,401,0,709,245,44,2,0,734,220,42,3,1,690,227,72,11,0,503,274,172,44,7,1000,0,0,0,0
5/7/2017 8:561112000,704,296,0,608,389,3,2,0,0,0,0,0,0,0,2,4,0,0,1,0,0,0,49,3,0,0,50,12,0,0,1,245,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,369,162,469,2,0,0,0,0,0,0,0,2,12,0,0,220,0,0,0,126,24,0,0,50,12,0,0,13,214,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,681,90,229,703,295,2,705,257,31,5,2,783,183,26,6,2,744,164,87,4,1,652,213,92,35,8,1000,0,0,0,0
5/7/2017 8:581113000,754,246,0,561,437,2,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,63,0,0,0,5,2,0,0,0,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257,199,544,0,0,0,0,0,0,0,0,2,4,0,0,294,0,0,0,157,0,0,0,5,4,0,0,1,274,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,743,43,214,697,303,0,703,230,65,1,1,747,200,50,2,1,718,169,109,3,1,565,242,122,62,9,1000,0,0,0,0
5/7/2017 8:581114000,710,290,0,576,422,2,2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,38,0,0,0,22,4,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320,164,516,2,0,0,0,0,0,0,0,1,4,0,0,261,0,0,0,39,0,0,0,22,5,0,0,0,365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,699,30,271,705,293,2,702,221,76,1,0,740,192,63,5,0,743,101,153,3,0,612,174,138,65,11,1000,0,0,0,0
5/7/2017 8:591115000,754,246,0,645,348,7,2,0,0,0,0,0,0,0,1,5,0,0,1,0,0,0,58,0,0,0,91,12,0,0,2,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360,158,482,2,0,0,0,0,0,0,0,1,12,0,0,338,0,0,0,55,0,0,0,91,13,0,0,3,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,730,103,167,545,453,2,781,175,40,2,2,812,155,29,2,2,785,115,95,3,2,640,208,118,24,10,999,0,0,0,1
5/7/2017 9:021116000,892,108,0,640,360,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,40,0,0,0,3,1,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,338,548,0,0,0,0,0,0,0,0,1,0,0,0,526,0,0,0,213,0,0,0,3,1,0,0,0,142,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,888,53,59,470,530,0,791,172,32,5,0,794,168,30,8,0,769,143,85,3,0,444,380,129,36,11,1000,0,0,0,0
5/7/2017 9:031117000,934,66,0,684,315,1,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,27,0,0,0,18,2,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,449,462,1,0,0,0,0,0,0,0,4,4,0,0,596,0,0,0,160,0,0,0,18,4,0,0,0,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,925,48,27,382,617,1,802,126,69,3,0,799,152,45,4,0,787,133,76,4,0,417,428,108,38,9,1000,0,0,0,0
5/7/2017 9:031118000,763,237,0,641,356,3,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,86,0,0,0,60,12,0,0,2,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,315,302,383,1,0,0,0,0,0,0,0,2,4,0,0,353,0,0,0,105,0,0,0,60,13,0,0,5,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,743,165,92,569,430,1,760,186,48,5,1,815,140,36,6,3,795,94,106,4,1,637,222,100,27,14,1000,0,0,0,0
5/7/2017 9:061119000,906,94,0,623,377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,31,7,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,438,430,0,0,0,0,0,0,0,0,2,0,0,0,508,0,0,0,213,0,0,0,31,9,0,0,2,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,901,69,30,453,547,0,790,161,48,1,0,807,158,32,3,0,781,126,91,1,1,506,370,90,31,3,1000,0,0,0,0
5/7/2017 9:071120000,863,137,0,542,457,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,50,0,0,0,48,3,0,0,1,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,400,408,1,0,0,0,0,0,0,0,0,6,0,0,375,0,0,0,180,0,0,0,48,4,0,0,1,231,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,850,92,58,573,426,1,722,176,94,7,1,734,184,72,9,1,714,113,164,8,1,502,325,105,51,17,1000,0,0,0,0
5/7/2017 9:091121000,891,109,0,706,293,1,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,42,0,0,0,5,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,393,489,1,0,0,0,0,0,0,0,1,6,0,0,576,0,0,0,212,0,0,0,5,0,0,0,5,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,881,70,49,417,582,1,800,158,39,3,0,829,134,35,2,0,820,102,71,7,0,399,506,64,23,8,1000,0,0,0,0
5/7/2017 9:091122000,901,99,0,795,205,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,14,0,0,0,2,2,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,303,590,1,0,0,0,0,0,0,0,2,4,0,0,670,0,0,0,60,6,0,0,2,4,0,0,0,144,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,895,85,20,321,678,1,853,125,21,1,0,853,124,20,3,0,836,100,60,3,1,467,408,105,18,2,1000,0,0,0,0
5/7/2017 9:101123000,882,118,0,646,354,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,21,0,0,0,42,3,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,286,548,1,0,0,0,0,0,0,0,2,4,0,0,499,0,0,0,67,4,0,0,42,2,0,0,4,244,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,874,89,37,452,547,1,749,201,45,5,0,760,192,42,5,1,748,138,108,6,0,466,329,160,38,7,1000,0,0,0,0
5/7/2017 9:111124000,879,121,0,706,294,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,35,0,0,0,6,10,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,201,661,0,0,0,0,0,0,0,0,4,0,0,0,561,0,0,0,56,0,0,0,6,10,0,0,1,229,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,873,38,89,423,577,0,798,182,16,4,0,825,151,20,4,0,802,114,81,3,0,493,358,123,21,5,1000,0,0,0,0
5/7/2017 9:121125000,872,128,0,584,416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,31,1,0,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,98,742,0,0,0,0,0,0,0,0,0,0,0,0,446,0,0,0,98,0,0,0,31,2,0,0,2,289,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,871,12,117,521,479,0,654,266,72,7,1,687,257,45,10,1,672,174,138,15,1,442,328,182,37,11,1000,0,0,0,0
5/7/2017 9:131126000,865,135,0,665,334,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,25,0,0,0,19,4,0,0,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,107,733,1,0,0,0,0,0,0,0,4,0,0,0,507,0,0,0,79,0,0,0,19,6,0,0,0,236,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,854,31,115,469,530,1,675,280,39,6,0,734,224,35,7,0,719,178,88,15,0,475,323,160,31,11,1000,0,0,0,0
5/7/2017 9:141127000,902,98,0,657,343,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,23,0,0,0,20,2,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,248,631,0,0,0,0,0,0,0,0,2,0,0,0,548,0,0,0,124,0,0,0,20,2,0,0,0,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,897,67,36,430,570,0,762,175,56,6,1,775,171,43,10,1,762,112,113,13,0,452,360,131,41,16,1000,0,0,0,0
5/7/2017 9:141128000,869,131,0,670,329,1,1,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,31,0,0,0,36,3,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,252,571,1,0,0,0,0,0,0,0,9,7,0,0,494,0,0,0,81,0,0,0,36,3,0,0,4,210,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,849,74,77,463,536,1,813,159,27,1,0,860,111,29,0,0,837,110,48,5,0,600,288,88,23,1,1000,0,0,0,0
